Marca temporal,Escribe tu historia: ,Crea un #hashtag o título para tu historia:,La historia que contaste te generó una sensación de:  ,Tu historia sucede:,Mientras escribiste la historia sentiste que:,Tu historia esta relacionada con: ,La historia que relataste involucra a:,"En el siguiente conjunto de preguntas haz clic en el número 1) si la característica ubicada a la izquierda es la que más se acerca a tus preferencias, en 2) si para ti está bien tanto la característica de la derecha como la de la izquierda y en 3) si prefieres la característica de la derecha. Empecemos... Al hacer un trabajo prefieres realizarlo:",El proceso de aprendizaje tiene mejores resultados para ti cuando sucede: ,Es más relevante para ti aprender cosas que tengan importancia para:,¿Qué grado estás cursando? ,¿Cuántos años tienes?,Eres:,Vives con... (puedes marcar más de una opción) ,Institución Educativa 
10/16/2019 11:53:17,habia una vez un niño y niña el niño se llamava carlos y la niña se llamava juanita  1 año mastarte  el papa y la mama sele muriero  fin ,el niño y la niña ,Tristeza,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus compañeros,3,3,3,4,10,Hombre,Papá,I.E. Enrique Olaya Herrera
10/16/2019 11:54:05,"
habia una niña  llamada tiffany a esa niña  le gustaba ir a la escuela por que  niñas conquien jugar y tambien a sus profesores y a  ella no le gusta que maltraten asus compañeros poreso siempre los ayuda y les dise que no agan eso y esta historia se acabo",la niña que no le gusta maltratar,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,Tus compañeros,2,2,2,4,9,Mujer,"Papá, Mamá, Hermanos",I.E. El Pedregal
10/16/2019 11:54:32,"habia una vez un niño q se llamaba Juan Jose y era muy desobediente con su mama y su papa y cada vez q se comportaba mal de pasaban cosas como por ejemplo q se aporrea cuando sale, lo asustan e.t.c.
Un dia q estaba lloviendo muy fuerte y estaba tronando, mientras mas se comportaba mal mas tronaba y mas fuerte se asustaba mas.
Al dia siguiente se empezo a comportarse mejor y su mama no lo castigaba no lo regañaba y cuando llovia no tronaba tan fuerte por q juan jose se comporto mejory no volvio a comportarse mal.",#notecomportesmal,No estás seguro,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,A ti,3,2,1,4,9,Hombre,"Papá, Mamá, Hermanos",I.E. El Pedregal
10/16/2019 11:55:39,"hola mi nombre es Danna quiero contar mi historia 
mi nombre es Dannna Alejandra pinneda osorio tengo 11 años y quiero estudiar cosina. el dia en que yo nasi mi mama no sabia que estaba embarasada de mi  hasi que no se cuido mucho mi mama cueta que yo era muy emfermisa .  ahora entiedo porque siempre me fracturo. como sufro de mucas alerjia  fin",#enferma ):,Felicidad,De vez en cuando,Te confundiste y no sabías que contar,nunca te rindas,Tu familia y/o cuidadores,3,3,3,4,11,Mujer,"Papá, Mamá, Abuela, Abuelo, Hermanos, Otros familiares, Amigos",I.E. El Pedregal
10/16/2019 11:56:07,"habia una vez un niño que le gustaba  mucho 
la escuela y trataba de no enfermarse para venir todos los dias y se enfadaba 
cuando no habia clase o era fin de semana era muy bueno en matamaticas,siencias naturales y sosiales en español no le hiba tan bienera muy malo leyendo pero segia adelante y aprendi a leer bien  lo que le gustaba de la escuela era que tenia amigos y los profesores y fin",el niño mister escuela,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,Tu familia y/o cuidadores,3,1,3,4,10,Hombre,"Mamá, Hermanos",I.E. El Pedregal
10/16/2019 11:57:03,que los profes no presten mucha atención al acoso escolar,#mas seguro si es por ti,Tristeza,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Bullying,Tus docentes,1,2,3,9,14,Mujer,"Mamá, Otros familiares",I.E. Ramón Giraldo Ceballos
10/16/2019 11:57:19,me motiva porque aprendo cosas para mi vida que me sirven y me forman como ser humano me desmotiva cuando me va  mal ,el colegio,No estás seguro,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Ninguna de las anteriores,A ti,2,1,3,9,15,Mujer,"Papá, Mamá, Abuela",I.E. Ramón Giraldo Ceballos
10/16/2019 11:57:55,"Cuando me levanto todas las mañanas de lunes a viernes, me entusiasma mucho el saber que llegaré a ver a mis compañeros, a mis amigos de hace años,  saber que veré mis asignaturas favoritas.. Pero.. luego al llegar aquí me toca enfrentarme a todo el ruido del aula de clase, a mis compañeros gritando, hablando, jugando.. y eso me hace ponerme de mal genio, me pongo muy serio y me aburro de toda la jornada restante.",#HacedUnGrupoDeSóloAlumnosCallados,No estás seguro,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus compañeros,2,2,2,9,15,Hombre,"Mamá, Otros familiares",I.E. Ramón Giraldo Ceballos
10/16/2019 11:57:59,"venir a la institucion hay cosas que me desmotiva como por ejemplo algunos compañeros, yo entiendo que tenemos que ser muy tolerantes pero como deber debemos todos entender que estamos en un entorno en el que es importante generar confianza y principios, me desmotiva que algunos compañeros a veces hablen de cosas tan incomodas para mi muy duro, que jueguen tan bruscamente por que he terminado lastimada y luego peleando por ese tipo de actitudes entre mis compañeros.",compañerismo,No estás seguro,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,Tus compañeros,2,2,3,9,17,Mujer,"Papá, Mamá, Hermanos",I.E. Ramón Giraldo Ceballos
10/16/2019 11:58:12,"ami me gusta venir ala escuela por que me gusta estudiar ,verme con los profesores y amigas tan bien me gusta las actividades  que asen en la escuela también me gusta venir hacer tareas y deportes. ",ami me gusta venir ala escuela,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus compañeros,2,2,2,4,9,Mujer,"Papá, Mamá, Hermanos",I.E. El Pedregal
10/16/2019 11:58:41,peleas de la istitusion,dfe,Tristeza,De vez en cuando,Te confundiste y no sabías que contar,Resolución de conflictos,Tus docentes,1,3,3,9,15,Hombre,"Papá, Mamá, Abuela, Abuelo, Hermanos, Otros familiares",I.E. Ramón Giraldo Ceballos
10/16/2019 11:58:42,me gusta venir a estudiar para ser alguien en la vida,mi futuro,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,A ti,2,1,1,9,16,Hombre,"Papá, Mamá, Hermanos",I.E. Ramón Giraldo Ceballos
10/16/2019 11:59:02,Le hacen mucho bullying a  los demas  y no respetan ,el bullyng,Rabia,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Bullying,Tus compañeros,3,1,1,9,9,Hombre,"Papá, Mamá, Hermanos, Otros familiares",I.E. Ramón Giraldo Ceballos
10/16/2019 11:59:02,se comete Bullying  en esta institucion pero me gusta porque nos enseñan muchas cosas y nos dan muchas oportunidades a nivel academido ,Bullying,Angustia,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Bullying,Tus compañeros,3,2,1,9,16,Hombre,"Papá, Mamá",I.E. Ramón Giraldo Ceballos
10/16/2019 11:59:05,hera de un niño que sellmava carlos que no le gustaba el colegio  no le gustaba estudiar no asia tareas fastidiava alas personas  pero al gien vino a en frentarlo y le dijo que por que fastidiava por que penso que nadie lo queria pero ledijo que no se sintiera mal por que llatienes un amigo  y ya unca sentiosolo ,la istoria de un amigo,Felicidad,De vez en cuando,Te dio curiosidad e inventaste una historia,Resolución de conflictos,A ti,3,3,3,4,10,Mujer,"Papá, Mamá, Abuela, Abuelo",I.E. El Pedregal
10/16/2019 11:59:15,"esta historia esta basada en el aula de clases, se ve mucha desunión en el grupo , hasta en el mismo colegio por las diferentes clases sociales, osea si eres popular puedes andar con las personas popular si eres nerd andas con el grupo de nerd, se bajan en desplazar o mejor dicho aislar a las personas simplemente por tener una vida distintas a mucho. y muchas personas no se atreven hacer los que les gusta o pensar como quieren por el que diran de los demas, y se tiene que trabajar mucho en la UNIDAD.",LA UNIÓN HACE LA FUERZA,Tristeza,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,SER DIFERENTE ANTE LA SOCIEDAD,Tus compañeros,3,1,3,9,16,Mujer,"Papá, Mamá, Hermanos, Otros familiares",I.E. Ramón Giraldo Ceballos
10/16/2019 11:59:28,"Desanima: 
Tareas, de resto todo bine estudiar no molesta por el momento y por entorno no me molesta puede que moleste!

Motiva:
aprender cosas nuevas y las medidas de aprender por estar rotando de salón lo único que no me gusta pero igual que arriba de resto todo bien!",#RGC_ClasicoRespuestas!,Felicidad,Muy rara vez,Reflexionaste y aprendiste algo nuevo,Cambiar algunas cosas pero también aprender con cosas digitales así que resto bien mi historia no es mala y digo la verdad! ,A ti,1,1,2,9,15,Hombre,"Papá, Mamá, Hermanos",I.E. Ramón Giraldo Ceballos
10/16/2019 11:59:36,"me motiva para aprender mas  cada día y compartir con mis amigos,aunque no me comunico con todos",motivación,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus compañeros,3,1,1,9,14,Hombre,Amigos,I.E. Ramón Giraldo Ceballos
10/16/2019 11:59:36,Me motiva venir a la institución las ganas de salir adelante y compartir tiempo con mis compañeras y me desmotiva muchas veces todas las cosas con las que uno debe cargar de la escuela a la casa ,#AMISTAD,No estás seguro,De vez en cuando,Te confundiste y no sabías que contar,Trabajo en equipo,Tus compañeros,2,1,3,9,16,Mujer,Otros familiares,I.E. Ramón Giraldo Ceballos
10/16/2019 11:59:40,"En la escuela normalmente es muy emocionante cuando nos dan charlas de superación personal, cuando presentamos una clase en la que aprendemos cosas nuevas de manera creativa la verdad suele ser muy bueno para mi venir al colegio. pero también es muy desmotivado cuando los estudiantes empiezan a armar sus grupos y a dejar por fuera a los demás mas que todo cuando es solo por motivos como por ejemplo el caerle mejor al otro y demostrarse superior hacia el otro , me parece mal esta clase de tratos hacia el otro.      ",la verdad en el aula de clase ,Angustia,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus compañeros,1,2,3,9,15,Mujer,"Mamá, Abuela, Hermanos, Otros familiares",I.E. Ramón Giraldo Ceballos
10/16/2019 11:59:58,"una vez un niño que se llamaba darwin el era raro todo timido antisocial, a el todos le hacian bullying pero sobre todo un grupito de niños, todos los dias lo molestaban. Darwin un dia iba al colegio de mal humor y los niños lo molestaron como todos los dias, lo enfrento y los casco y desde hay no lo molestaron mas.",bullying ,Felicidad,De vez en cuando,Te dio curiosidad e inventaste una historia,Bullying,Tus compañeros,1,2,3,9,16,Hombre,Papá,I.E. Ramón Giraldo Ceballos
10/16/2019 12:00:24,"Había una vez un niño al cual le hacian bullying por su estilo de vida, quizas no tenia las mejores cosas pero si un alma pura e inocente pero llega un punto donde las personas se cansan no toleran mas y descargan su ira, eso le sucedio aquel chico al golpear al cual lo molestaba",Todo tiene un comienzo ,Angustia,De vez en cuando,Te dio curiosidad e inventaste una historia,Bullying,Tus compañeros,1,3,3,9,16,Hombre,"Mamá, Hermanos",I.E. Ramón Giraldo Ceballos
10/16/2019 12:00:30,"Estár ocupado haciendo algo productivo y mejorar la socialización con las personas son mis principales motivaciones.
Lo que me desmotiva es que a veces pienso que no me estoy esforzando lo suficiente.",#LAImportanciaDeLaEskuela:v,No estás seguro,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,A ti,2,1,2,9,14,Otro,"Papá, Mamá",I.E. Ramón Giraldo Ceballos
10/16/2019 12:00:44,"La siguiente historia trata acerca de algo feliz. Durante el recreo se podía mirar a gente jugando a saltar la cuerda, se divertían, competían, reían, se veía que eran realmente felices. Ellos competían por quien duraba más saltando la cuerda o quién no se equivoca. Es lindo que se mire a gente durante los recreos haciendo otras actividades recreativas y no solamente sentados en un lugar.",#recreación,Felicidad,De vez en cuando,Te confundiste y no sabías que contar,Convivencia,Tus compañeros,2,2,2,9,15,Mujer,"Mamá, Hermanos, Otros familiares",I.E. Ramón Giraldo Ceballos
10/16/2019 12:00:50,en el colegio se presentan muchos casos de billyng i los profesores no se dan de cuenta o simplemente creen que estan jugando y las cosas deberian cambiar ,#no mas bullyng  ,Rabia,De vez en cuando,Te dio curiosidad e inventaste una historia,Convivencia,Tus compañeros,2,1,2,9,14,Hombre,"Abuela, Abuelo",I.E. Ramón Giraldo Ceballos
10/16/2019 12:00:51,"sinceramete algo que yo quisiera decir es sobre la atencion se sabe y se dice que en varios buenos dias aparecen personas que nos cuentas cosas maravillosas cosas excelentes que no ayudan y algunas tristes que nos dejan el corazon en la mano. ¡PERO CUAL ES EL PROBLEMA!; que no te importa, no te importa.en lo mas minimo lo que esta pasando el problema no son las personas que lo cuentas que deverian saber que no estan siendo escuchadassino de nosotros hace mucho vino un arbitro que nos enseño la vida de  el y lo dijo de una manera a veces hablaba fuerte para qu escuchaamos y  sabes todos lo entendieron todos porque el nos actos sivicos los demas no escuhan no prestan a tencion y cuando lo hacen y regañan a la gente no lo hacen con fuerza deben de dirigirnos porque ustedes tienen poder hablenos fuerte digas escuchen que podrian pasarles cosas malas si no escuchan  ",ESCÚCHENOS,Tristeza,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Medio ambiente,Tus docentes,1,1,2,9,14,Hombre,"Mamá, Otros familiares",I.E. Ramón Giraldo Ceballos
10/16/2019 12:00:53,"
antes no era mi amigo me ice amigo del este año de la nada me cambiaron de silla y no tenia con quien hablar el me puso comversa y yo le respondi y hasi ice un nuevo amigo en mi vida
",un nuevo amigo,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,amigos,Tus compañeros,2,1,2,4,9,Hombre,"Papá, Mamá, Hermanos",I.E. El Pedregal
10/16/2019 12:01:09,la relacion entre estudiantes y maestros pues es bien auque se puede mejorar y la relacion entre estudiantes es my regular pues en mi corto tienpo aca estodo ,relacio social en el coleguio ,No estás seguro,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus docentes,1,2,2,9,16,Hombre,Abuela,I.E. Ramón Giraldo Ceballos
10/16/2019 12:01:09,"No todas las persona de mi institucion tienen mentes abiertas, muchos no son sociales y hasta en algunas situaciones les molesta que se les haga preguntas comunes porque se sienten incomodas o simplemente son egoístas, pero en cambio en el primer año que llevo en el colegio he conocido personas muy amigables y dispuestas a conocer del otro, a compartir, a aprender , yo creo que todos nos merecemos una oportunidad para  ser conocido y respetado, apesar de la forma de pensar, ideas o cultura.",convivenciaycultura,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus compañeros,2,2,2,9,16,Mujer,"Mamá, Hermanos",I.E. Ramón Giraldo Ceballos
10/16/2019 12:02:02,era  una vez un niño que no queria ir a la escuela por que en la escuela lo maltrataban el nombre de este niño era stiwer y le tenian un apodo su apodo era a este chico lo maltrataban por ser diferentes a los demas a este chico lo que o motibaba a venir al colegio era aprender y despues de que este chico les contara su historia  los  que le hacian bullying se conmovieron por su historia y lo dejaron en paz,no mas bullying ,Felicidad,Muy rara vez,Reflexionaste y aprendiste algo nuevo,Medio ambiente,Tus compañeros,2,1,2,9,15,Hombre,"Mamá, Abuela, Hermanos, Otros familiares",I.E. Ramón Giraldo Ceballos
10/16/2019 12:02:02,"Me motiva y me hace feliz el poder aprender cada día y compartir tiempo con mis amigos. Aunque me entristece un poco la poca comunicación e integración  del grupo, ya que mayormente está separado. Debo aceptar que este año me tocó un buen grupo y todos son amables, pero el saber que solo actuamos como simples compañeros hace que me decepcione puesto a que me gusta socializar con otros y hablar de cosas que me gustan y el poder escuchar opiniones distintas a la mía. En lo personal, amo mi colegio. Me gusta aprender lo que mis profesores me enseñas y más que todo el poder poner en practica mis conocimientos. Soy muy feliz al tener amigos que me apoyan y que siempre están ahí para mi. Son mi familia. En la escuela me gusta que otros compañeros de salones diferentes sean respetuosos y amigables. ",#ENERGÍA POSITIVA,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus compañeros,3,2,2,9,15,Mujer,"Mamá, Hermanos",I.E. Ramón Giraldo Ceballos
10/16/2019 12:03:24,"me motiva  venir a la escuela ya que podemos aprender cada dia algo nuevo , pero aveces el dialogo con mis compañeros no es lo mejor , discusiones , bullying , etc algunos profesores no comprenden a los estudiantes  los maltratan de palabras en fin no hay buena comunicacion",#respeto y amor,No estás seguro,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,Tus compañeros,2,2,2,9,15,Mujer,Mamá,I.E. Ramón Giraldo Ceballos
10/16/2019 12:03:42,Lo que me desmotiva es cuando no me sale bien las cosas o pierdo las materias o exámenes etc.. lo que me motiva es que todos los días se aprende algo nuevo que te puede ayudar en la vida diaria para ser mejor persona te enseñan valores y nuevos hábitos par ser mejor una de las motivaciones mas importantes es que podre tener un mejor futuro y salir adelante mas fácilmente si tengo todos mis estudios y poder algún día darle a mis padres una vida mejor esa es la mayor motivación las cosas que desmotivan no son tantas y eso es lo bueno ,Crecer como personas,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Ninguna de las anteriores,Tu familia y/o cuidadores,2,1,2,9,16,Mujer,"Papá, Mamá",I.E. Ramón Giraldo Ceballos
